Tweets,First,Second,Third
Wala pa man lang isang araw sa posisyon may ganito na Buti na lang may clear cams mga cellphone ngaun Dyusko Mag tsa ChinaRussia style ba sila sa BBMSara administration Yikes 😬 hashtagPHVote hashtagHalalan2022,Negative,Negative,Negative
CONTEXT During hashtagHalalan2022 Aksyon Demokratiko repeatedly questioned the BIR about the Marcos familys P203B estate tax debt Party chair Ramel and standard bearer also brought up the tax issue vs the Marcos family in press conferences campaign speeches,Negative,Negative,Positive
daming kakampink sa advertising world pero di man lang nila naipanalo si Leni Robredo hashtagEleksyon2022,Negative,Negative,Negative
The difference of the unofficial votes between VP Leni and BBM is 16 fucking million Kung gaano kadami ang bumoto kay Duterte Something is reallly fishy impossible hashtagHalalanResults hashtagHalalan2022,Negative,Negative,Negative
Kakampink fanatics pa mandin ang pinakagawas magpander sa elitismo at mayayaman Sabay magmumukhang jolog lang pala sa bandang huli 🤣 Play stupid games Win stupid prizes hashtagEleksyon2022,Negative,Negative,Negative
Garcia Meron tayong 106174 precincts May kulangkulang tayong 37000 polling places polling centers sa buong Pilipinas Bakit naman bukod tangi ito lang ang nagkaproblema nang ganoon Kahit kayo ay nasa kalagayan namin ano ba ito Bakit may ganito hashtagEleksyon2022,Negative,Positive,Neutral
we pray for peace in the 🇵🇭 🇵🇭 ✌🏻 hashtagEleksyon2022,Positive,Positive,Positive
Ang preeleksyon ay hindi panahon para sa pangaalipusta Irespeto ang mga pagkakaibaiba ng opinyon 🤔 hashtagRespetoSaOpinyon hashtaghalalan2022,Neutral,Neutral,Neutral
Ilang Communist Terrorist Groups nangingikil umano bilang lagay sa permit to campaign o permit to win fees sa mga kandidatong tumatakbo hashtagPILIpinasIkawAtAko hashtagEleksyon2022 hashtagVoteSAFEPilipinas,Negative,Negative,Negative
Nagtugma ang unang batch ng nasuring election returns ng PPCRV sa transmitted votes sa COMELEC via hashtagBilangPilipino2022 hashtagFrontlineTonight,Positive,Positive,Positive
hashtagBusinessWorldLive Some business groups have outlined the policy reform priorities that they wish to see under a BBM administration including measures aiming to attract more foreign investments help MSMEs and create more jobs hashtagBilangPilipino2022,Positive,Positive,Positive
LOOK Senate President Vicente Sotto III and House Speaker Lord Allan Velasco formally open joint session of Congress and convene as national board of canvassers for the official canvass of votes in presidential vice presidential polls hashtagBilangPilipino2022,Neutral,Neutral,Neutral
Just leave it here hashtagPilipinas hashtagHALALAN2022 hashtagLeni hashtagPPCRV hashtagNeverAgain,Negative,Neutral,Positive
Despite having different viewpoints one thing to agree on is a continued friendship ❤️ 💚 🌷 🌸 Lets Respect each other choices Vote wisely 🇵🇭 hashtagEleksyon2022 hashtagHALALAN2022,Positive,Positive,Positive
itigil na yung sa estate tax dahil fake news WHAT hashtagHALALAN2022,Neutral,Negative,Negative
What happens in an automated election system 🤔 hashtagBilangPilipino2022,Neutral,Neutral,Neutral
Congress not expecting delay in canvassing votes hashtagHalalan2022,Positive,Neutral,Positive
Ferdinand Bongbong Marcos Jr the likely winner in the 2022 presidential election on Wednesday appealed to the world to judge him by his actions and not by his ancestors hashtagEleksyon2022,Neutral,Neutral,Positive
Leadership presentation postelection Values for a New 🇵🇭 v1355125668332616 hashtagelections hashtagElections2022 hashtag🇵🇭 hashtagPilipinas hashtagHalalan2022,Positive,Neutral,Positive
spot the difference 😂 😂 😂 hashtagpulaangpilipinas hashtaguniteam hashtagUniTeamBBMSara hashtagBringBackMarcos hashtagBBMSARA2022 hashtagHalalan2022,Neutral,Neutral,Negative
Garcia earlier said if the Lanao del Sur Provincial Board of Canvassers would transmit results tonight the Comelec en banc sitting as the Natl Board of Canvassers may be able to proclaim winning partylists tomorrow hashtagEleksyon2022,Positive,Neutral,Neutral
Comelec names political parties to get first dibs on election results hashtagHalalan2022,Positive,Neutral,Neutral
please consider these people to be included in your ballots hashtagHalalan2022 hashtagKulayRosasAngBukas hashtagLeniKiko,Positive,Positive,Neutral
Marcos also offers Cong Anton Lagdameo the position of special assistant to the president hashtagBilangPilipino2022,Neutral,Neutral,Negative
Manalo man o matalo si hashtagPingLacson sa hashtagHalalan2022 SIGURADO AKO na may magsasabi sa akin na TAMA ako 🛎️,Positive,Positive,Neutral
AYO I REFUSE TO BELIEVE NA 51K ANG BOTO NI LENI SA BARMM LALO NA KUNG 61K SI INDAY SARA hashtagCongratsPresidentBBM hashtagCongratsVPIndaySara hashtagEleksyon2022,Negative,Negative,Negative
We Deserve Better hashtagLeniKikoAllTheWay2022 hashtagAngatBahayLahat hashtagHalalan2022 hashtagNeverAgain hashtagNoToMarcosDuterte2022,Negative,Positive,Neutral
Humabol ang ilang Pinoy sa ibat ibang bahagi ng mundo upang makaboto sa pamamagitan ng overseas absentee voting hashtagHalalan2022,Negative,Positive,Positive
LOOK Validation and manual audit continues at the PPCRV command center in UST As of Thursday the poll watchdog records 100 match in 16820 encoded election returns hashtagTheFilipinoVotes 🇵🇭 hashtagEleksyon2022 live updates,Neutral,Neutral,Positive
The 12 senators proclaimed today are the following Robin Padilla Loren Legarda Raffy Tulfo Win Gachalian Francis Escudero Mark Villar Alan Peter Cayetano Juan Miguel Zubiri Joel Villanueva JV Ejercito Risa Hontiveros Jinggoy Estrada 22 hashtagHalalan2022,Neutral,Neutral,Neutral
🙏 🇵🇭 hashtagHalalan2022 hashtagEleksyon2022,Positive,Neutral,Positive
Replying to Common VCM problem is paper jam Dahil daw sa length ng paper used Was this not anticipated These are election management issues that shouldve been identified from the very beginning Haaaays hashtagHalalan2022,Neutral,Negative,Neutral
Dahil natalo ang madumb biglang hindi na part ng pilipinas ang bicol wow ha at anung gagawin nyo sa mga taga bicol na bomoto kay BBM ipapatapon nyo hashtagpathetic hashtagEleksyon2022 hashtagPinkLoser,Negative,Negative,Negative
First time voting overseas 🇵🇭 hashtagHalalan2022,Positive,Positive,Positive
Ngayong patuloy pa rin ang pagbibilang ng boto para sa nagdaang hashtagHalalan2022 ay may paalala ang beteranong newscaster na si Mike Enriquez para sa bagong mga lider na maluluklok hashtagTheChronicle hashtagYourNewsNOW,Positive,Neutral,Positive
I promise to make all food caloriefree Well thats a tasty offer hamburger 🗳️ hashtaghalalan2022,Positive,Neutral,Negative
Gaslighting hashtagHalalan2022,Negative,Negative,Negative
POLITICS AND RELIGION IS NOT A GOOD MIX Pakitandaan yaan hashtagHalalan2022,Negative,Negative,Positive
Lorenzana sees generally peaceful conduct of the 2022 national polls hashtagHalalan2022,Positive,Positive,Neutral
Guysss leave that bardagulan space Sayang oras nyo dyan hashtagHALALAN2022,Negative,Neutral,Neutral
Hi ASEAN family hashtagNewsFrom🇵🇭 🇵🇭 WE HAVE 100 ACCURACY The random manual audit of votes is so far a 100 match with the automated count the Commission on Elections said 🇵🇭 📄 pcoogov hashtag🇵🇭 hashtagEleksyon2022 hashtagElection2022PH hashtagPHVote,Positive,Positive,Positive
Mga beybiem supporters takot sa posibleng rebolusyon na magaganap PPCRV COMELEC hashtagEleksyon2022 hashtagHalalan2022,Negative,Negative,Negative
Para tayong namatayan ISA AKO SA HINDI PA RIN MAKATULOG NG MAAYOS Tandaan hindi kayo nagiisa A big hug to anyone who needs it today hashtagIpinaglabanAngTama hashtagHALALAN2022 hashtagPPCRV hashtagLabanPilipinas,Negative,Positive,Neutral
Im getting anxious I couldnt sleep,Neutral,Neutral,Negative
RT via re 55 PartyLists hashtagEleksyon2022,Neutral,Neutral,Neutral
paano yan Rappler sino ngayon ang false hashtagEleksyon2022,Negative,Negative,Negative
LOOK Victory inevitable for BBMSara as all April and May surveys show landslide win for the UniTeam tandem hashtagUniTeamBBMSara hashtagBBM2022,Neutral,Neutral,Neutral
Replying to hashtagHalalan2022 Vice presidential candidate Sen Francis Pangilinan wears maroon at the UP versus Ateneo finals match at the Mall of Asia Arena today 📸 Ivy Ferrer hashtagUAAPSeason84 hashtagUPFight hashtagAtinTo,Neutral,Neutral,Neutral
Comm Inting hands the CoCP to Sen Raffy Tulfo who vows he will work hard to prove he deserves to be in the Senate hashtagEleksyon2022,Positive,Positive,Neutral
Vote safe and wisely Pilipinas 🙏 😇 🇵🇭 💗 hashtagHalalan2022,Positive,Positive,Positive
Journalism is not biased to anyone aside from the truth Just because you dont like it doesnt mean its not the truth loudspeaker hashtagHalalan2022,Neutral,Positive,Positive
Religious group hashtagIglesiaNiCristo has officially endorsed presidential frontrunner Ferdinand Marcos Jr and running mate Sara Duterte for the May 9 polls hashtagPHVotes2022 hashtagEleksyon2022,Neutral,Positive,Neutral
Gentle reminder today is the last day of campaigning folks 😉 hashtagPHVote hashtagEleksyon2022 hashtagHalalan2022 hashtagLeniRobredo hashtagLeniLugaw,Positive,Neutral,Positive
Buti pa yung Pasig dilat ang voters hashtagHalalan2022,Neutral,Positive,Negative
May sana all na naman tuwing eleksyon Sana all may magandang kandidato 🤞 🗳️ hashtagHalalan2022 hashtagSanaAll,Neutral,Positive,Neutral
This is it 🥰 hashtagHalalan2022 hashtagLeniRobredoForPresident hashtagKikoForVicePresident2022 hashtagLiwanagSaDilim hashtagKulayRosasAngBukas,Positive,Positive,Neutral
Sa 970 outputs or 194 students di naman lahat magppasa niyan kadalasan lagpas kalahati Extra effort nalang to reach out sa bataparents para sabihang mag submit Pinilit ko mag check kahit wala akong gana Unmotivated Hopeless Stress Frustrated Angry DAHIL SA hashtagEleksyon2022,Negative,Negative,Negative
Replying to Aksyon Demokratiko vice presidential candidate Dr Willie Ong voted alongside his wife Dr Liza Ong Dr Liza has been a staple in her husbands hashtagHalalan2022 sorties quietly supporting the VP aspirant by taking his pictures and checking on him on the sidelines of the campaign,Neutral,Neutral,Negative
Antay na lang tayo ng plotwist na ma DQ si Marcos sa COMELEC appeals bukas 😆 hashtagHalalan2022 hashtagEleksyon2022,Neutral,Negative,Negative
FiloBLINKs stand for what is right for our country Para sa Bayan hashtagEleksyon2022,Neutral,Neutral,Positive
SEE YOU IN 6 HOURS INIISIP KO PA LANG YUNG MGA KAKAININ KONG PAPEL NAANXIETY ATTACK NA KO HUHU hashtagParaSaBayan hashtagEleksyon2022 hashtagHalalan2022,Neutral,Neutral,Neutral
Subrang nakakabahala at nakakatakot ang nangyayari ngayon sa hashtagHalalan2022 hashtagEleksyon2022 Lord save our nation 🥺 🙏,Neutral,Negative,Neutral
May this happening serves as an eyeopener to all Filipinos especially the BBM supporters to see how the government can be so dirty if we do not elect a candidate who can give us transparency and accountability hashtagEleksiyon2022 hashtagHalalan2022 hashtagElectionResults,Negative,Negative,Positive
Senate Majority Leader Miguel Zubiri delivering sponsorship speech Zubiri says hashtagHalalan2022 is one of the most credible orderly and peaceful in elections history LIVE,Positive,Positive,Negative
My vote hashtagHalalan2022,Positive,Neutral,Positive
Replying to Good thing staff spotted it in time so he was immediately requested to drop it in the box right before he could exit Again honest mistake we need to give this leeway to some first time voters But this is also why we must take initiative when we see it happen hashtagHalalan2022,Positive,Neutral,Positive
Mga kakampink Ano ba talaga ang meron sa utak nyo Curious lang ako Bakit kayo ganyan Mananalo kayo sa ganyang ugali hashtagAnyOneButLeni hashtagHalalan2022 hashtagVoteConservative hashtag10RobredoForPresident hashtagKapatid hashtagYetToCome hashtagAngatBuhayLahat,Neutral,Negative,Negative
LOOK Photos of presidential candidate and Senator Panfilo Lacson lining up and shading his ballot for hashtagEleksyon2022 Photos from LacsonSotto Media Bureau,Neutral,Neutral,Neutral
Also class pictures with the ABSCBN News Gathering team at PICC minus some of our Digital colleagues who had to leave early The rolling coverage would not have been possible without them ❤️ 💚 💙 hashtagHalalan2022,Neutral,Neutral,Positive
Atty Vic Rodriguez calls out Commissioner Marlon Casquejo on his silence on the nonworking or defective VCMs hashtagPartidoFederalngPilipinas hashtagUniTeamBBMSara hashtagHalalan2022,Negative,Negative,Positive
Iniimbestigahan na ng Commission on Elections ang viral video ng ilang election paraphernalia umano na natagpuang nakatiwangwang sa isang bakanteng lote sa Cavite hashtagBilangPilipino2022,Negative,Negative,Positive
Lord ibinigay nyo na samin to please 🙏🏼 kailangang manalo ng PILIPINAS sa hashtagHalalan2022 Quote,Neutral,Positive,Positive
Historical context For national elections in a country with an evergrowing population the point of comparison that endures is percentage The 2022 elections produced the thirdhighest first term mandates in our electoral history hashtagHalalan2022,Positive,Neutral,Positive
This elections never forget those who voted against the renewal of ABSCBN franchise Some of them Jericho Nograles Enrico Pineda Yedda Romualdez Allan Tyare running for representatives of party list groupshashtagPressFreedomMatters hashtagIbalikAngABSCBN hashtagHalalan2022,Negative,Neutral,Neutral
Presidential frontrunner Bongbong Marcos says he already has tacit endorsement from President Duterte with PDPLaban Cusi wing backing hashtagBilangPilipino2022,Neutral,Neutral,Negative
Good luck 🇵🇭 🙏 🌷 hashtagEleksyon2022,Positive,Positive,Neutral
As Trillanes said sort of when Duterte was elected in 2016 Six years lang naman yan Matatapos din Same with Marcos Jr The people have spoken Lets respect the democratic process and be hopeful for a better 🇵🇭 hashtagHalalan2022,Neutral,Positive,Neutral
I voted for Ferdinand Bongbong Marcos Jr to be my president Not only me but the 31M filipinos 🤗 🇵🇭 hashtagBetter🇵🇭 hashtagEleksyon2022,Positive,Positive,Negative
